Time_s,Length_mm,Pressure_kPa
1173.7,151.72,210.0
1174.7,143.97,210.0
1178.2,136.91,210.0
1179.2,133.85,210.0
1180.2,134.66,210.0
1181.2,135.92,210.0
1182.2,137.13,210.0
1183.2,137.44,210.0
1184.3,137.56,210.0
1185.3,137.74,210.0
1186.3,137.83,210.0
1187.3,137.75,210.0
1188.3,137.58,210.0
1189.3,137.45,210.0
1190.3,137.4,210.0
1191.4,137.41,210.0
1192.4,137.48,210.0
1193.4,137.63,210.0
1194.5,137.79,210.0
1195.5,137.83,210.0
1196.6,137.21,210.0
1197.6,136.98,210.0
1198.6,136.9,210.0
1199.7,137.19,210.0
1200.7,137.64,180.0
1201.7,138.78,0.0
1202.7,144.3,0.0
1203.7,150.77,0.0
1204.7,157.35,0.0
1205.8,159.93,0.0
1206.8,159.93,0.0
